prospect_stage,source,mx_lead_substage,mx_lender_disbursal_date,mx_risk_category,mx_final_loan_amount,mx_current_address_zip,Perm Address State,Curr Address State
Disbursed,,Disbursed,16-02-2026,Low,45000.0,460001,Bihar,Madhya Pradesh
Disbursed,,Disbursed,08-04-2026,Low,117000.0,464570,Madhya Pradesh,Madhya Pradesh
Disbursed,,Disbursed,23-03-2026,Medium,47000.0,402102,Maharashtra,Maharashtra
Disbursed,,Disbursed,30-04-2026,Low,58000.0,110015,Madhya Pradesh,Delhi
Disbursed,,Disbursed,02-04-2026,Low,97000.0,207001,Uttar Pradesh,Uttar Pradesh
Disbursed,tp_form,Disbursed,07-02-2026,Very High,158000.0,110009,Uttar Pradesh,Delhi
Disbursed,,Disbursed,08-02-2026,Low,41000.0,570005,Karnataka,Karnataka
Disbursed,tp_form,Disbursed,07-01-2026,Very High,144000.0,389380,Gujarat,Gujarat
Disbursed,,Disbursed,27-04-2026,Medium,160000.0,577416,Karnataka,Karnataka
Disbursed,,Disbursed,11-03-2026,High,70000.0,454331,Bihar,Madhya Pradesh
Disbursed,,Disbursed,02-02-2026,Low,84000.0,736167,West Bengal,West Bengal
Disbursed,,Disbursed,28-02-2026,Medium,130000.0,458330,Rajasthan,Madhya Pradesh
Disbursed,,Disbursed,05-04-2026,Low,87000.0,313602,Rajasthan,Rajasthan
Disbursed,,Disbursed,24-04-2026,Medium,84000.0,301027,Uttar Pradesh,Rajasthan
Disbursed,,Disbursed,17-03-2026,Medium,149000.0,331507,Rajasthan,Rajasthan
Disbursed,,Disbursed,17-04-2026,High,188000.0,390021,Gujarat,Gujarat
Disbursed,,Disbursed,11-03-2026,Medium,158000.0,110056,Delhi,Delhi
Disbursed,tp_form,Disbursed,01-01-2026,Low,48000.0,322218,Uttar Pradesh,Rajasthan
Disbursed,,Disbursed,15-04-2026,Low,47000.0,110041,Delhi,Delhi
Disbursed,tp_form,Disbursed,20-01-2026,High,175000.0,413512,Maharashtra,Maharashtra
Disbursed,,Disbursed,14-04-2026,Low,52000.0,506369,Telangana,Telangana
Disbursed,tp_form,Disbursed,24-02-2026,High,166000.0,700112,Uttar Pradesh,West Bengal
Disbursed,,Disbursed,15-04-2026,Low,72000.0,262001,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,21-01-2026,Low,106000.0,110090,Uttar Pradesh,Delhi
Disbursed,,Disbursed,11-03-2026,Very High,183000.0,333504,Rajasthan,Rajasthan
Disbursed,,Disbursed,30-04-2026,High,160000.0,402208,Maharashtra,Maharashtra
Disbursed,,Disbursed,23-04-2026,Medium,126000.0,400604,Maharashtra,Maharashtra
Disbursed,tp_form,Disbursed,08-02-2026,Low,62000.0,572122,Karnataka,Karnataka
Disbursed,,Disbursed,10-04-2026,Low,119000.0,361120,Gujarat,Gujarat
Disbursed,,Disbursed,31-03-2026,Low,37000.0,505331,Telangana,Telangana
Disbursed,tp_form,Disbursed,19-04-2026,Low,77000.0,583284,Karnataka,Karnataka
Disbursed,,Disbursed,27-04-2026,Very High,223000.0,732201,West Bengal,West Bengal
Disbursed,,Disbursed,16-04-2026,Low,115000.0,562110,Karnataka,Karnataka
Disbursed,tp_form,Disbursed,20-02-2026,Low,70000.0,574314,Karnataka,Karnataka
Disbursed,,Disbursed,17-04-2026,Medium,72000.0,451332,Madhya Pradesh,Madhya Pradesh
Disbursed,,Disbursed,18-04-2026,Medium,67000.0,221001,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,24-01-2026,Medium,62000.0,460553,Madhya Pradesh,Madhya Pradesh
Disbursed,,Disbursed,17-04-2026,Medium,155000.0,209101,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,17-04-2026,Medium,141000.0,507202,Telangana,Telangana
Disbursed,tp_form,Disbursed,03-04-2026,Low,112000.0,581126,Uttar Pradesh,Karnataka
Disbursed,,Disbursed,03-04-2026,Medium,41000.0,500054,Odisha,Telangana
Disbursed,,Disbursed,12-04-2026,Medium,161000.0,306303,Rajasthan,Rajasthan
Disbursed,tp_form,Disbursed,20-03-2026,Low,121000.0,571405,Karnataka,Karnataka
Disbursed,,Disbursed,27-04-2026,Low,33000.0,110024,Delhi,Delhi
Disbursed,,Disbursed,16-02-2026,Medium,91000.0,229404,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,13-04-2026,Medium,118000.0,335073,Rajasthan,Rajasthan
Disbursed,,Disbursed,29-03-2026,Low,39000.0,202129,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,12-01-2026,Medium,107000.0,445201,Maharashtra,Maharashtra
Disbursed,,Disbursed,25-01-2026,Low,89000.0,713209,Odisha,West Bengal
Disbursed,,Disbursed,28-01-2026,Low,116000.0,464331,Uttar Pradesh,Madhya Pradesh
Disbursed,,Disbursed,25-02-2026,High,76000.0,396067,Gujarat,Gujarat
Disbursed,,Disbursed,28-04-2026,Medium,116000.0,488448,Madhya Pradesh,Madhya Pradesh
Disbursed,tp_form,Disbursed,24-02-2026,Low,93000.0,622411,Tamil Nadu,Tamil Nadu
Disbursed,,Disbursed,31-01-2026,Low,78000.0,643007,Madhya Pradesh,Tamil Nadu
Disbursed,,Disbursed,18-01-2026,Medium,54000.0,202281,Uttar Pradesh,Uttar Pradesh
Disbursed,tp_form,Disbursed,03-04-2026,Medium,104000.0,388120,Gujarat,Gujarat
Disbursed,,Disbursed,22-01-2026,Medium,80000.0,627604,Tamil Nadu,Tamil Nadu
Disbursed,,Disbursed,20-01-2026,Medium,82000.0,413319,Maharashtra,Maharashtra
Disbursed,,Disbursed,29-04-2026,Medium,64000.0,721631,Odisha,West Bengal
Disbursed,,Disbursed,27-04-2026,Low,99000.0,571475,Karnataka,Karnataka
Disbursed,,Disbursed,21-03-2026,Low,28000.0,323603,Rajasthan,Rajasthan
Disbursed,,Disbursed,02-04-2026,Low,120000.0,389380,Uttar Pradesh,Gujarat
Disbursed,,Disbursed,12-02-2026,Medium,115000.0,210122,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,10-01-2026,Medium,60000.0,560117,Karnataka,Karnataka
Disbursed,,Disbursed,08-02-2026,Low,89000.0,383316,Gujarat,Gujarat
Disbursed,,Disbursed,22-03-2026,Low,86000.0,735220,Madhya Pradesh,West Bengal
Disbursed,,Disbursed,04-03-2026,Medium,128000.0,394170,Gujarat,Gujarat
Disbursed,,Disbursed,11-03-2026,Medium,104000.0,271310,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,09-04-2026,Low,68000.0,601203,Rajasthan,Tamil Nadu
Disbursed,,Disbursed,17-01-2026,Medium,119000.0,222144,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,11-03-2026,Low,105000.0,335038,Rajasthan,Rajasthan
Disbursed,,Disbursed,14-04-2026,High,146000.0,301714,Bihar,Rajasthan
Disbursed,,Disbursed,14-01-2026,Medium,143000.0,504303,Telangana,Telangana
Disbursed,,Disbursed,05-01-2026,Low,99000.0,574218,Karnataka,Karnataka
Disbursed,,Disbursed,24-03-2026,Medium,96000.0,271865,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,25-03-2026,Medium,143000.0,587203,Rajasthan,Karnataka
Disbursed,,Disbursed,02-01-2026,Low,80000.0,508112,Telangana,Telangana
Disbursed,,Disbursed,04-03-2026,Medium,47000.0,632315,Tamil Nadu,Tamil Nadu
Disbursed,,Disbursed,16-04-2026,Low,74000.0,209206,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,04-02-2026,High,60000.0,440019,Maharashtra,Maharashtra
Disbursed,,Disbursed,04-01-2026,Low,77000.0,389380,Gujarat,Gujarat
Disbursed,,Disbursed,06-01-2026,Medium,58000.0,461335,Madhya Pradesh,Madhya Pradesh
Disbursed,,Disbursed,11-02-2026,High,138000.0,384412,Gujarat,Gujarat
Disbursed,,Disbursed,23-02-2026,Low,92000.0,251001,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,09-03-2026,Medium,108000.0,700077,Uttar Pradesh,West Bengal
Disbursed,,Disbursed,22-02-2026,Medium,87000.0,387350,Bihar,Gujarat
Disbursed,tp_form,Disbursed,22-04-2026,Low,82000.0,483001,Odisha,Madhya Pradesh
Disbursed,,Disbursed,01-01-2026,Medium,38000.0,470669,Madhya Pradesh,Madhya Pradesh
Disbursed,,Disbursed,21-04-2026,Medium,57000.0,110042,Delhi,Delhi
Disbursed,,Disbursed,22-03-2026,Medium,138000.0,509412,Uttar Pradesh,Telangana
Disbursed,,Disbursed,09-01-2026,Medium,45000.0,402402,Maharashtra,Maharashtra
Disbursed,,Disbursed,22-04-2026,Medium,59000.0,700052,West Bengal,West Bengal
Disbursed,,Disbursed,16-02-2026,Low,88000.0,503321,Rajasthan,Telangana
Disbursed,tp_form,Disbursed,01-01-2026,Very High,241000.0,590019,Karnataka,Karnataka
Disbursed,,Disbursed,17-04-2026,Medium,55000.0,643243,Tamil Nadu,Tamil Nadu
Disbursed,,Disbursed,22-02-2026,High,188000.0,247777,Odisha,Uttar Pradesh
Disbursed,,Disbursed,26-01-2026,Low,43000.0,365650,Gujarat,Gujarat
Disbursed,,Disbursed,14-02-2026,Medium,121000.0,450881,Madhya Pradesh,Madhya Pradesh
Disbursed,,Disbursed,31-01-2026,Medium,136000.0,402208,Maharashtra,Maharashtra
Disbursed,,Disbursed,25-04-2026,Medium,96000.0,484551,Madhya Pradesh,Madhya Pradesh
Disbursed,,Disbursed,15-04-2026,Low,89000.0,110075,Delhi,Delhi
Disbursed,,Disbursed,27-04-2026,Low,84000.0,700001,West Bengal,West Bengal
Disbursed,,Disbursed,22-02-2026,Low,93000.0,331803,Odisha,Rajasthan
Disbursed,,Disbursed,30-04-2026,Very High,219000.0,401107,Maharashtra,Maharashtra
Disbursed,,Disbursed,21-01-2026,Medium,110000.0,591316,Karnataka,Karnataka
Disbursed,,Disbursed,29-03-2026,Medium,137000.0,110045,Delhi,Delhi
Disbursed,,Disbursed,11-01-2026,Low,107000.0,571475,Karnataka,Karnataka
Disbursed,,Disbursed,21-01-2026,Very High,234000.0,464884,Madhya Pradesh,Madhya Pradesh
Disbursed,,Disbursed,04-02-2026,High,91000.0,271902,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,24-01-2026,High,133000.0,416209,Maharashtra,Maharashtra
Disbursed,,Disbursed,03-01-2026,Very High,120000.0,509401,Telangana,Telangana
Disbursed,,Disbursed,13-03-2026,Medium,163000.0,500038,Telangana,Telangana
Disbursed,tp_form,Disbursed,26-04-2026,Low,103000.0,416703,Maharashtra,Maharashtra
Disbursed,,Disbursed,27-02-2026,Very High,178000.0,110040,Delhi,Delhi
Disbursed,,Disbursed,15-04-2026,Medium,116000.0,603112,Tamil Nadu,Tamil Nadu
Disbursed,tp_form,Disbursed,30-03-2026,High,110000.0,321201,Rajasthan,Rajasthan
Disbursed,tp_form,Disbursed,13-02-2026,High,157000.0,700031,West Bengal,West Bengal
Disbursed,,Disbursed,20-01-2026,Low,100000.0,464884,Uttar Pradesh,Madhya Pradesh
Disbursed,,Disbursed,03-03-2026,Medium,163000.0,209863,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,30-03-2026,Low,113000.0,440019,Madhya Pradesh,Maharashtra
Disbursed,,Disbursed,21-03-2026,Low,53000.0,621710,Tamil Nadu,Tamil Nadu
Disbursed,,Disbursed,10-03-2026,Medium,152000.0,505460,Telangana,Telangana
Disbursed,,Disbursed,07-01-2026,Medium,68000.0,276403,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,19-03-2026,Low,69000.0,454331,Odisha,Madhya Pradesh
Disbursed,tp_form,Disbursed,30-03-2026,High,148000.0,581306,Karnataka,Karnataka
Disbursed,,Disbursed,28-03-2026,Low,71000.0,362250,Bihar,Gujarat
Disbursed,,Disbursed,21-01-2026,High,66000.0,387003,Rajasthan,Gujarat
Disbursed,,Disbursed,10-04-2026,Medium,81000.0,480557,Madhya Pradesh,Madhya Pradesh
Disbursed,,Disbursed,19-04-2026,High,160000.0,460554,Madhya Pradesh,Madhya Pradesh
Disbursed,,Disbursed,18-01-2026,Very High,122000.0,274704,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,16-02-2026,Medium,157000.0,713213,Madhya Pradesh,West Bengal
Disbursed,,Disbursed,22-01-2026,Low,118000.0,305922,Rajasthan,Rajasthan
Disbursed,,Disbursed,06-01-2026,High,123000.0,229201,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,19-04-2026,Low,65000.0,201016,Rajasthan,Uttar Pradesh
Disbursed,,Disbursed,23-03-2026,Medium,82000.0,700110,West Bengal,West Bengal
Disbursed,,Disbursed,16-01-2026,Low,70000.0,509125,Telangana,Telangana
Disbursed,,Disbursed,28-01-2026,Low,58000.0,202142,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,14-01-2026,Low,84000.0,507003,Telangana,Telangana
Disbursed,,Disbursed,10-03-2026,Low,64000.0,470228,Madhya Pradesh,Madhya Pradesh
Disbursed,,Disbursed,21-01-2026,Medium,82000.0,335522,Odisha,Rajasthan
Disbursed,,Disbursed,20-01-2026,Medium,69000.0,583239,Odisha,Karnataka
Disbursed,,Disbursed,11-01-2026,High,181000.0,734217,West Bengal,West Bengal
Disbursed,,Disbursed,28-02-2026,Medium,86000.0,576235,Uttar Pradesh,Karnataka
Disbursed,,Disbursed,01-01-2026,Low,52000.0,321404,Rajasthan,Rajasthan
Disbursed,tp_form,Disbursed,03-02-2026,Low,42000.0,508112,Madhya Pradesh,Telangana
Disbursed,,Disbursed,27-01-2026,High,117000.0,486335,Madhya Pradesh,Madhya Pradesh
Disbursed,,Disbursed,10-03-2026,High,105000.0,229801,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,31-03-2026,Medium,87000.0,502321,Telangana,Telangana
Disbursed,,Disbursed,10-02-2026,High,104000.0,502313,Telangana,Telangana
Disbursed,,Disbursed,23-02-2026,Medium,62000.0,441102,Maharashtra,Maharashtra
Disbursed,,Disbursed,14-03-2026,Medium,153000.0,614205,Tamil Nadu,Tamil Nadu
Disbursed,tp_form,Disbursed,23-02-2026,High,75000.0,415527,Rajasthan,Maharashtra
Disbursed,,Disbursed,13-04-2026,Low,41000.0,501501,Telangana,Telangana
Disbursed,,Disbursed,26-02-2026,High,140000.0,262203,Uttar Pradesh,Uttar Pradesh
Disbursed,tp_form,Disbursed,22-01-2026,Low,109000.0,276203,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,21-04-2026,Low,74000.0,574122,Odisha,Karnataka
Disbursed,,Disbursed,05-04-2026,Low,113000.0,361160,Rajasthan,Gujarat
Disbursed,,Disbursed,17-02-2026,Medium,59000.0,281308,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,18-04-2026,Very High,89000.0,441102,Maharashtra,Maharashtra
Disbursed,,Disbursed,01-03-2026,High,197000.0,560057,Uttar Pradesh,Karnataka
Disbursed,,Disbursed,07-03-2026,Low,101000.0,227806,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,13-01-2026,Low,93000.0,110061,Delhi,Delhi
Disbursed,tp_form,Disbursed,18-02-2026,Low,97000.0,444904,Madhya Pradesh,Maharashtra
Disbursed,,Disbursed,05-02-2026,Low,55000.0,303323,Rajasthan,Rajasthan
Disbursed,,Disbursed,18-02-2026,Low,121000.0,402301,Maharashtra,Maharashtra
Disbursed,,Disbursed,01-04-2026,Low,62000.0,110119,Delhi,Delhi
Disbursed,,Disbursed,05-01-2026,Medium,107000.0,110099,Delhi,Delhi
Disbursed,,Disbursed,12-01-2026,Low,61000.0,221508,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,26-01-2026,High,60000.0,327025,Rajasthan,Rajasthan
Disbursed,,Disbursed,26-03-2026,Low,52000.0,509235,Telangana,Telangana
Disbursed,,Disbursed,19-01-2026,Low,32000.0,332602,Rajasthan,Rajasthan
Disbursed,,Disbursed,22-01-2026,Low,89000.0,390008,Rajasthan,Gujarat
Disbursed,tp_form,Disbursed,21-02-2026,High,182000.0,331029,Rajasthan,Rajasthan
Disbursed,tp_form,Disbursed,16-02-2026,Very High,170000.0,571254,Karnataka,Karnataka
Disbursed,,Disbursed,04-02-2026,Medium,145000.0,623403,Madhya Pradesh,Tamil Nadu
Disbursed,,Disbursed,27-03-2026,High,109000.0,445307,Rajasthan,Maharashtra
Disbursed,,Disbursed,17-03-2026,Very High,130000.0,344802,Rajasthan,Rajasthan
Disbursed,,Disbursed,20-03-2026,High,130000.0,475115,Madhya Pradesh,Madhya Pradesh
Disbursed,,Disbursed,06-01-2026,Low,101000.0,741181,Rajasthan,West Bengal
Disbursed,,Disbursed,18-04-2026,Medium,160000.0,305814,Odisha,Rajasthan
Disbursed,,Disbursed,21-02-2026,Medium,162000.0,413601,Maharashtra,Maharashtra
Disbursed,,Disbursed,28-02-2026,Medium,74000.0,414303,Maharashtra,Maharashtra
Disbursed,,Disbursed,12-02-2026,Low,70000.0,301027,Rajasthan,Rajasthan
Disbursed,,Disbursed,20-03-2026,Low,58000.0,306401,Rajasthan,Rajasthan
Disbursed,,Disbursed,22-04-2026,Medium,79000.0,402209,Maharashtra,Maharashtra
Disbursed,,Disbursed,02-02-2026,Low,43000.0,600071,Bihar,Tamil Nadu
Disbursed,,Disbursed,05-01-2026,Low,33000.0,303301,Rajasthan,Rajasthan
Disbursed,,Disbursed,01-02-2026,Medium,145000.0,480557,Madhya Pradesh,Madhya Pradesh
Disbursed,,Disbursed,13-04-2026,Low,35000.0,361160,Rajasthan,Gujarat
Disbursed,,Disbursed,20-02-2026,High,194000.0,600087,Uttar Pradesh,Tamil Nadu
Disbursed,,Disbursed,08-04-2026,Low,66000.0,110106,Bihar,Delhi
Disbursed,,Disbursed,19-01-2026,Medium,156000.0,638102,Odisha,Tamil Nadu
Disbursed,,Disbursed,30-03-2026,Low,50000.0,607209,Bihar,Tamil Nadu
Disbursed,,Disbursed,19-03-2026,Low,45000.0,416615,Uttar Pradesh,Maharashtra
Disbursed,,Disbursed,18-04-2026,Medium,80000.0,396460,Gujarat,Gujarat
Disbursed,,Disbursed,21-01-2026,Medium,67000.0,571475,Karnataka,Karnataka
Disbursed,,Disbursed,24-01-2026,Low,115000.0,305926,Rajasthan,Rajasthan
Disbursed,,Disbursed,06-02-2026,Low,96000.0,500930,Odisha,Telangana
Disbursed,,Disbursed,09-01-2026,Medium,157000.0,735220,West Bengal,West Bengal
Disbursed,,Disbursed,18-03-2026,Medium,38000.0,425108,Uttar Pradesh,Maharashtra
Disbursed,,Disbursed,27-04-2026,Low,40000.0,365650,Rajasthan,Gujarat
Disbursed,,Disbursed,04-03-2026,Medium,130000.0,721159,West Bengal,West Bengal
Disbursed,,Disbursed,14-04-2026,Medium,112000.0,110057,Delhi,Delhi
Disbursed,,Disbursed,26-01-2026,Medium,128000.0,450051,Madhya Pradesh,Madhya Pradesh
Disbursed,,Disbursed,09-01-2026,Medium,62000.0,110054,Uttar Pradesh,Delhi
Disbursed,,Disbursed,20-04-2026,Low,120000.0,635101,Odisha,Tamil Nadu
Disbursed,,Disbursed,03-04-2026,Low,115000.0,580030,Rajasthan,Karnataka
Disbursed,tp_form,Disbursed,16-03-2026,Low,73000.0,425428,Maharashtra,Maharashtra
Disbursed,tp_form,Disbursed,03-04-2026,High,170000.0,202129,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,21-01-2026,Low,44000.0,360550,Uttar Pradesh,Gujarat
Disbursed,,Disbursed,08-03-2026,High,104000.0,396540,Gujarat,Gujarat
Disbursed,,Disbursed,31-03-2026,Low,94000.0,458336,Madhya Pradesh,Madhya Pradesh
Disbursed,,Disbursed,20-03-2026,Low,112000.0,413510,Maharashtra,Maharashtra
Disbursed,,Disbursed,29-04-2026,Medium,96000.0,110055,Rajasthan,Delhi
Disbursed,,Disbursed,30-01-2026,High,156000.0,471405,Odisha,Madhya Pradesh
Disbursed,,Disbursed,21-03-2026,Medium,158000.0,736134,Odisha,West Bengal
Disbursed,,Disbursed,06-04-2026,Low,99000.0,422501,Odisha,Maharashtra
Disbursed,,Disbursed,24-01-2026,Low,60000.0,507003,Telangana,Telangana
Disbursed,,Disbursed,25-01-2026,Low,45000.0,504310,Madhya Pradesh,Telangana
Disbursed,tp_form,Disbursed,25-02-2026,Medium,149000.0,440019,Maharashtra,Maharashtra
Disbursed,,Disbursed,06-02-2026,Medium,75000.0,210122,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,01-02-2026,Low,85000.0,322241,Rajasthan,Rajasthan
Disbursed,,Disbursed,18-02-2026,High,51000.0,305926,Rajasthan,Rajasthan
Disbursed,,Disbursed,01-01-2026,Medium,157000.0,629201,Tamil Nadu,Tamil Nadu
Disbursed,,Disbursed,13-04-2026,High,149000.0,227806,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,27-03-2026,High,61000.0,396521,Rajasthan,Gujarat
Disbursed,,Disbursed,10-01-2026,Medium,60000.0,322238,Madhya Pradesh,Rajasthan
Disbursed,tp_form,Disbursed,24-03-2026,Medium,120000.0,712135,West Bengal,West Bengal
Disbursed,,Disbursed,08-02-2026,Very High,193000.0,364760,Gujarat,Gujarat
Disbursed,,Disbursed,06-02-2026,Low,104000.0,360060,Gujarat,Gujarat
Disbursed,,Disbursed,25-02-2026,High,195000.0,225404,Uttar Pradesh,Uttar Pradesh
Disbursed,tp_form,Disbursed,29-01-2026,Low,66000.0,110003,Bihar,Delhi
Disbursed,,Disbursed,02-04-2026,Medium,82000.0,110067,Bihar,Delhi
Disbursed,,Disbursed,22-02-2026,Medium,80000.0,444504,Maharashtra,Maharashtra
Disbursed,,Disbursed,04-04-2026,Medium,151000.0,415536,Maharashtra,Maharashtra
Disbursed,,Disbursed,21-01-2026,Medium,61000.0,560061,Karnataka,Karnataka
Disbursed,,Disbursed,01-03-2026,Low,69000.0,312401,Madhya Pradesh,Rajasthan
Disbursed,,Disbursed,30-04-2026,Low,43000.0,305819,Rajasthan,Rajasthan
Disbursed,tp_form,Disbursed,09-03-2026,Medium,122000.0,415637,Bihar,Maharashtra
Disbursed,,Disbursed,18-04-2026,Medium,51000.0,563163,Karnataka,Karnataka
Disbursed,,Disbursed,08-02-2026,High,102000.0,486889,Madhya Pradesh,Madhya Pradesh
Disbursed,,Disbursed,17-03-2026,Low,75000.0,577217,Karnataka,Karnataka
Disbursed,,Disbursed,26-03-2026,Low,82000.0,425403,Maharashtra,Maharashtra
Disbursed,,Disbursed,04-04-2026,Medium,127000.0,577002,Karnataka,Karnataka
Disbursed,tp_form,Disbursed,14-03-2026,High,71000.0,209863,Uttar Pradesh,Uttar Pradesh
Disbursed,tp_form,Disbursed,03-02-2026,Medium,90000.0,431809,Bihar,Maharashtra
Disbursed,,Disbursed,27-01-2026,Medium,123000.0,591104,Rajasthan,Karnataka
Disbursed,,Disbursed,08-03-2026,High,78000.0,301027,Rajasthan,Rajasthan
Disbursed,tp_form,Disbursed,25-02-2026,Low,64000.0,461441,Madhya Pradesh,Madhya Pradesh
Disbursed,,Disbursed,30-01-2026,Medium,72000.0,322702,Rajasthan,Rajasthan
Disbursed,,Disbursed,04-02-2026,Low,29000.0,577135,Karnataka,Karnataka
Disbursed,tp_form,Disbursed,10-04-2026,Medium,125000.0,733102,Madhya Pradesh,West Bengal
Disbursed,,Disbursed,27-04-2026,Low,59000.0,560117,Karnataka,Karnataka
Disbursed,tp_form,Disbursed,27-01-2026,High,117000.0,607203,Tamil Nadu,Tamil Nadu
Disbursed,,Disbursed,20-04-2026,Low,31000.0,110080,Delhi,Delhi
Disbursed,,Disbursed,05-03-2026,Low,51000.0,243201,Rajasthan,Uttar Pradesh
Disbursed,tp_form,Disbursed,26-01-2026,Low,107000.0,312025,Rajasthan,Rajasthan
Disbursed,,Disbursed,04-04-2026,Low,28000.0,577596,Rajasthan,Karnataka
Disbursed,,Disbursed,03-01-2026,High,159000.0,276203,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,28-03-2026,Medium,42000.0,721516,West Bengal,West Bengal
Disbursed,,Disbursed,05-01-2026,High,80000.0,209101,Bihar,Uttar Pradesh
Disbursed,,Disbursed,13-01-2026,Low,34000.0,480105,Madhya Pradesh,Madhya Pradesh
Disbursed,,Disbursed,29-03-2026,High,49000.0,384135,Gujarat,Gujarat
Disbursed,,Disbursed,01-04-2026,High,177000.0,642002,Odisha,Tamil Nadu
Disbursed,,Disbursed,08-03-2026,Medium,145000.0,635303,Tamil Nadu,Tamil Nadu
Disbursed,,Disbursed,26-04-2026,Medium,80000.0,229801,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,16-04-2026,Low,45000.0,313203,Madhya Pradesh,Rajasthan
Disbursed,,Disbursed,30-04-2026,Low,44000.0,711109,West Bengal,West Bengal
Disbursed,,Disbursed,23-04-2026,High,182000.0,312204,Rajasthan,Rajasthan
Disbursed,,Disbursed,18-01-2026,Very High,87000.0,575003,Karnataka,Karnataka
Disbursed,tp_form,Disbursed,24-02-2026,Low,53000.0,506369,Telangana,Telangana
Disbursed,,Disbursed,28-02-2026,Medium,67000.0,500118,Telangana,Telangana
Disbursed,,Disbursed,02-02-2026,Medium,103000.0,402102,Maharashtra,Maharashtra
Disbursed,,Disbursed,02-04-2026,Medium,66000.0,506366,Telangana,Telangana
Disbursed,,Disbursed,28-02-2026,Low,99000.0,110085,Delhi,Delhi
Disbursed,,Disbursed,19-02-2026,Medium,123000.0,444311,Madhya Pradesh,Maharashtra
Disbursed,,Disbursed,20-01-2026,Low,69000.0,635115,Tamil Nadu,Tamil Nadu
Disbursed,,Disbursed,18-04-2026,Medium,124000.0,243201,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,17-03-2026,High,131000.0,413217,Maharashtra,Maharashtra
Disbursed,tp_form,Disbursed,04-02-2026,Very High,214000.0,585353,Uttar Pradesh,Karnataka
Disbursed,,Disbursed,03-03-2026,Medium,61000.0,431704,Maharashtra,Maharashtra
Disbursed,,Disbursed,23-02-2026,Low,66000.0,505331,Uttar Pradesh,Telangana
Disbursed,,Disbursed,06-01-2026,High,136000.0,110073,Delhi,Delhi
Disbursed,tp_form,Disbursed,02-04-2026,Medium,100000.0,732122,West Bengal,West Bengal
Disbursed,tp_form,Disbursed,17-04-2026,Medium,41000.0,401606,Maharashtra,Maharashtra
Disbursed,,Disbursed,24-01-2026,Medium,43000.0,444707,Maharashtra,Maharashtra
Disbursed,,Disbursed,17-02-2026,High,99000.0,508255,Telangana,Telangana
Disbursed,,Disbursed,06-02-2026,Low,35000.0,207001,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,17-02-2026,Low,67000.0,643243,Uttar Pradesh,Tamil Nadu
Disbursed,,Disbursed,22-03-2026,Medium,49000.0,431125,Maharashtra,Maharashtra
Disbursed,,Disbursed,08-03-2026,Medium,106000.0,207247,Bihar,Uttar Pradesh
